date,service,daily_cost_usd
2018-04-08,AWS_RDS_Database,107.53
2018-04-09,AWS_EKS_Kubernetes,175.47
2018-04-09,AWS_RDS_Database,113.63
2018-04-10,AWS_EKS_Kubernetes,240.18
2018-04-10,AWS_RDS_Database,98.46
2018-04-11,AWS_EKS_Kubernetes,215.94
2018-04-11,AWS_RDS_Database,115.8
2018-04-12,AWS_EKS_Kubernetes,211.39
2018-04-12,AWS_RDS_Database,82.67
2018-04-13,AWS_EKS_Kubernetes,165.02
2018-04-13,AWS_RDS_Database,109.5
2018-04-14,AWS_EKS_Kubernetes,218.02
2018-04-14,AWS_RDS_Database,81.67
2018-04-15,AWS_EKS_Kubernetes,221.63
2018-04-15,AWS_RDS_Database,82.88
2018-04-16,AWS_EKS_Kubernetes,151.21
2018-04-16,AWS_RDS_Database,118.26
2018-04-17,AWS_EKS_Kubernetes,185.33
2018-04-17,AWS_RDS_Database,91.86
2018-04-18,AWS_EKS_Kubernetes,227.47
2018-04-18,AWS_RDS_Database,106.45
2018-04-19,AWS_EKS_Kubernetes,167.41
2018-04-19,AWS_RDS_Database,83.94
2018-04-20,AWS_EKS_Kubernetes,226.44
2018-04-20,AWS_RDS_Database,90.6
2018-04-21,AWS_EKS_Kubernetes,158.22
2018-04-21,AWS_RDS_Database,118.71
2018-04-22,AWS_EKS_Kubernetes,226.92
2018-04-22,AWS_RDS_Database,104.99
2018-04-23,AWS_EKS_Kubernetes,170.57
2018-04-23,AWS_RDS_Database,84.86
2018-04-24,AWS_EKS_Kubernetes,227.46
2018-04-24,AWS_RDS_Database,105.76
2018-04-25,AWS_EKS_Kubernetes,154.2
2018-04-25,AWS_RDS_Database,118.74
2018-04-26,AWS_EKS_Kubernetes,179.28
2018-04-26,AWS_RDS_Database,119.2
2018-04-27,AWS_EKS_Kubernetes,208.24
2018-04-27,AWS_RDS_Database,109.92
2018-04-28,AWS_EKS_Kubernetes,215.65
2018-04-28,AWS_RDS_Database,85.12
2018-04-29,AWS_EKS_Kubernetes,242.81
2018-04-29,AWS_RDS_Database,88.98
2018-04-30,AWS_EKS_Kubernetes,193.21
2018-04-30,AWS_RDS_Database,97.58
2018-05-01,AWS_EKS_Kubernetes,244.31
2018-05-01,AWS_RDS_Database,89.63
2018-05-02,AWS_EKS_Kubernetes,169.75
2018-05-02,AWS_RDS_Database,115.48
2018-05-03,AWS_EKS_Kubernetes,178.59
2018-05-03,AWS_RDS_Database,112.64
2018-05-04,AWS_EKS_Kubernetes,234.65
2018-05-04,AWS_RDS_Database,116.76
2018-05-05,AWS_EKS_Kubernetes,225.5
2018-05-05,AWS_RDS_Database,98.42
2018-05-06,AWS_EKS_Kubernetes,222.85
2018-05-06,AWS_RDS_Database,111.06
2018-05-07,AWS_EKS_Kubernetes,1142.69
2018-05-07,AWS_RDS_Database,101.8
2018-05-08,AWS_EKS_Kubernetes,154.32
2018-05-08,AWS_RDS_Database,86.59
2018-05-09,AWS_EKS_Kubernetes,222.6
2018-05-09,AWS_RDS_Database,112.71
2018-05-10,AWS_EKS_Kubernetes,200.59
2018-05-10,AWS_RDS_Database,113.63
2018-05-11,AWS_EKS_Kubernetes,204.22
2018-05-11,AWS_RDS_Database,103.61
2018-05-12,AWS_EKS_Kubernetes,179.75
2018-05-12,AWS_RDS_Database,102.6
2018-05-13,AWS_EKS_Kubernetes,237.33
2018-05-13,AWS_RDS_Database,105.45
2018-05-14,AWS_EKS_Kubernetes,166.01
2018-05-14,AWS_RDS_Database,98.46
2018-05-15,AWS_EKS_Kubernetes,750.64
2018-05-15,AWS_RDS_Database,109.06
2018-05-16,AWS_EKS_Kubernetes,190.15
2018-05-16,AWS_RDS_Database,112.0
2018-05-17,AWS_EKS_Kubernetes,205.51
2018-05-17,AWS_RDS_Database,109.32
2018-05-18,AWS_EKS_Kubernetes,168.8
2018-05-18,AWS_RDS_Database,94.22
2018-05-19,AWS_EKS_Kubernetes,205.42
2018-05-19,AWS_RDS_Database,80.21
2018-05-20,AWS_EKS_Kubernetes,153.53
2018-05-20,AWS_RDS_Database,109.83
2018-05-21,AWS_EKS_Kubernetes,245.81
2018-05-21,AWS_RDS_Database,94.72
2018-05-22,AWS_EKS_Kubernetes,164.89
2018-05-22,AWS_RDS_Database,92.22
2018-05-23,AWS_EKS_Kubernetes,249.63
2018-05-23,AWS_RDS_Database,94.73
2018-05-24,AWS_EKS_Kubernetes,222.21
2018-05-24,AWS_RDS_Database,115.45
2018-05-25,AWS_EKS_Kubernetes,189.15
2018-05-25,AWS_RDS_Database,96.5
2018-05-26,AWS_EKS_Kubernetes,150.32
2018-05-26,AWS_RDS_Database,104.78
2018-05-27,AWS_EKS_Kubernetes,229.42
2018-05-27,AWS_RDS_Database,83.72
2018-05-28,AWS_EKS_Kubernetes,198.1
2018-05-28,AWS_RDS_Database,105.69
2018-05-29,AWS_EKS_Kubernetes,208.0
2018-05-29,AWS_RDS_Database,102.46
2018-05-30,AWS_EKS_Kubernetes,210.35
2018-05-30,AWS_RDS_Database,107.06
2018-05-31,AWS_EKS_Kubernetes,176.98
2018-05-31,AWS_RDS_Database,113.0
2018-06-01,AWS_EKS_Kubernetes,157.71
2018-06-01,AWS_RDS_Database,82.34
2018-06-02,AWS_EKS_Kubernetes,228.49
2018-06-02,AWS_RDS_Database,108.31
2018-06-03,AWS_EKS_Kubernetes,201.73
2018-06-03,AWS_RDS_Database,97.61
2018-06-04,AWS_EKS_Kubernetes,182.82
2018-06-04,AWS_RDS_Database,97.36
2018-06-05,AWS_EKS_Kubernetes,172.06
2018-06-05,AWS_RDS_Database,103.93
2018-06-06,AWS_EKS_Kubernetes,249.83
2018-06-06,AWS_RDS_Database,117.32
2018-06-07,AWS_EKS_Kubernetes,192.12
2018-06-07,AWS_RDS_Database,105.45
2018-06-08,AWS_EKS_Kubernetes,161.83
2018-06-08,AWS_RDS_Database,96.4
2018-06-09,AWS_EKS_Kubernetes,188.38
2018-06-09,AWS_RDS_Database,102.87
2018-06-10,AWS_EKS_Kubernetes,168.45
2018-06-10,AWS_RDS_Database,94.49
2018-06-11,AWS_EKS_Kubernetes,152.62
2018-06-11,AWS_RDS_Database,80.97
2018-06-12,AWS_EKS_Kubernetes,177.31
2018-06-12,AWS_RDS_Database,100.72
2018-06-13,AWS_EKS_Kubernetes,244.07
2018-06-13,AWS_RDS_Database,90.37
2018-06-14,AWS_EKS_Kubernetes,237.27
2018-06-14,AWS_RDS_Database,113.68
2018-06-15,AWS_EKS_Kubernetes,230.26
2018-06-15,AWS_RDS_Database,98.33
2018-06-16,AWS_EKS_Kubernetes,163.35
2018-06-16,AWS_RDS_Database,83.22
2018-06-17,AWS_EKS_Kubernetes,199.65
2018-06-17,AWS_RDS_Database,97.47
2018-06-18,AWS_EKS_Kubernetes,226.55
2018-06-18,AWS_RDS_Database,86.36
2018-06-19,AWS_EKS_Kubernetes,163.54
2018-06-19,AWS_RDS_Database,110.06
2018-06-20,AWS_EKS_Kubernetes,245.66
2018-06-20,AWS_RDS_Database,82.76
2018-06-21,AWS_EKS_Kubernetes,178.22
2018-06-21,AWS_RDS_Database,90.47
2018-06-22,AWS_EKS_Kubernetes,240.63
2018-06-22,AWS_RDS_Database,89.98
2018-06-23,AWS_EKS_Kubernetes,225.94
2018-06-23,AWS_RDS_Database,97.99
2018-06-24,AWS_EKS_Kubernetes,156.54
2018-06-24,AWS_RDS_Database,99.5
2018-06-25,AWS_EKS_Kubernetes,156.27
2018-06-25,AWS_RDS_Database,116.26
2018-06-26,AWS_EKS_Kubernetes,203.24
2018-06-26,AWS_RDS_Database,96.44
2018-06-27,AWS_EKS_Kubernetes,239.98
2018-06-27,AWS_RDS_Database,80.87
2018-06-28,AWS_EKS_Kubernetes,246.34
2018-06-28,AWS_RDS_Database,102.41
2018-06-29,AWS_EKS_Kubernetes,155.23
2018-06-29,AWS_RDS_Database,96.75
2018-06-30,AWS_EKS_Kubernetes,223.08
2018-06-30,AWS_RDS_Database,119.25
2018-07-01,AWS_EKS_Kubernetes,215.42
2018-07-01,AWS_RDS_Database,87.92
2018-07-02,AWS_EKS_Kubernetes,196.39
2018-07-02,AWS_RDS_Database,118.88
2018-07-03,AWS_EKS_Kubernetes,184.95
2018-07-03,AWS_RDS_Database,84.56
2018-07-04,AWS_EKS_Kubernetes,172.53
2018-07-04,AWS_RDS_Database,90.04
2018-07-05,AWS_EKS_Kubernetes,206.12
2018-07-05,AWS_RDS_Database,100.94
2018-07-06,AWS_EKS_Kubernetes,236.01
2018-07-06,AWS_RDS_Database,108.91
2018-07-07,AWS_EKS_Kubernetes,220.78
2018-07-07,AWS_RDS_Database,101.74
2018-07-08,AWS_EKS_Kubernetes,195.83
2018-07-08,AWS_RDS_Database,99.39
2018-07-09,AWS_EKS_Kubernetes,244.57
2018-07-09,AWS_RDS_Database,114.0
2018-07-10,AWS_EKS_Kubernetes,196.23
2018-07-10,AWS_RDS_Database,96.47
2018-07-11,AWS_EKS_Kubernetes,204.54
2018-07-11,AWS_RDS_Database,82.49
2018-07-12,AWS_EKS_Kubernetes,230.64
2018-07-12,AWS_RDS_Database,98.37
2018-07-13,AWS_EKS_Kubernetes,228.63
2018-07-13,AWS_RDS_Database,88.05
2018-07-14,AWS_EKS_Kubernetes,166.47
2018-07-14,AWS_RDS_Database,93.21
2018-07-15,AWS_EKS_Kubernetes,201.94
2018-07-15,AWS_RDS_Database,88.2
2018-07-16,AWS_EKS_Kubernetes,237.96
2018-07-16,AWS_RDS_Database,114.82
2018-07-17,AWS_EKS_Kubernetes,195.12
2018-07-17,AWS_RDS_Database,119.4
2018-07-18,AWS_EKS_Kubernetes,152.72
2018-07-18,AWS_RDS_Database,82.61
2018-07-19,AWS_EKS_Kubernetes,240.92
2018-07-19,AWS_RDS_Database,101.55
2018-07-20,AWS_EKS_Kubernetes,160.55
2018-07-20,AWS_RDS_Database,106.27
2018-07-21,AWS_EKS_Kubernetes,867.12
2018-07-21,AWS_RDS_Database,111.02
2018-07-22,AWS_EKS_Kubernetes,202.33
2018-07-22,AWS_RDS_Database,91.49
2018-07-23,AWS_EKS_Kubernetes,207.76
2018-07-23,AWS_RDS_Database,105.38
2018-07-24,AWS_EKS_Kubernetes,189.6
2018-07-24,AWS_RDS_Database,116.6
2018-07-25,AWS_EKS_Kubernetes,165.8
2018-07-25,AWS_RDS_Database,107.84
2018-07-26,AWS_EKS_Kubernetes,181.68
2018-07-26,AWS_RDS_Database,114.29
2018-07-27,AWS_EKS_Kubernetes,177.69
2018-07-27,AWS_RDS_Database,119.34
2018-07-28,AWS_EKS_Kubernetes,170.2
2018-07-28,AWS_RDS_Database,87.37
2018-07-29,AWS_EKS_Kubernetes,215.43
2018-07-29,AWS_RDS_Database,86.08
2018-07-30,AWS_EKS_Kubernetes,211.53
2018-07-30,AWS_RDS_Database,83.34
2018-07-31,AWS_EKS_Kubernetes,1210.15
2018-07-31,AWS_RDS_Database,100.21
2018-08-01,AWS_EKS_Kubernetes,248.41
2018-08-01,AWS_RDS_Database,106.72
2018-08-02,AWS_EKS_Kubernetes,166.6
2018-08-02,AWS_RDS_Database,115.28
2018-08-03,AWS_EKS_Kubernetes,166.22
2018-08-03,AWS_RDS_Database,80.5
2018-08-04,AWS_EKS_Kubernetes,202.74
2018-08-04,AWS_RDS_Database,108.77
2018-08-05,AWS_EKS_Kubernetes,157.94
2018-08-05,AWS_RDS_Database,109.26
2018-08-06,AWS_EKS_Kubernetes,235.82
2018-08-06,AWS_RDS_Database,112.76
2018-08-07,AWS_EKS_Kubernetes,221.02
2018-08-07,AWS_RDS_Database,92.57
2018-08-08,AWS_EKS_Kubernetes,232.16
2018-08-08,AWS_RDS_Database,98.37
2018-08-09,AWS_EKS_Kubernetes,199.42
2018-08-09,AWS_RDS_Database,113.13
2018-08-10,AWS_EKS_Kubernetes,167.38
2018-08-10,AWS_RDS_Database,108.48
2018-08-11,AWS_EKS_Kubernetes,160.06
2018-08-11,AWS_RDS_Database,89.59
2018-08-12,AWS_EKS_Kubernetes,184.79
2018-08-12,AWS_RDS_Database,98.01
2018-08-13,AWS_EKS_Kubernetes,215.11
2018-08-13,AWS_RDS_Database,104.84
2018-08-14,AWS_EKS_Kubernetes,1382.02
2018-08-14,AWS_RDS_Database,98.85
2018-08-15,AWS_EKS_Kubernetes,162.63
2018-08-15,AWS_RDS_Database,107.05
2018-08-16,AWS_EKS_Kubernetes,218.63
2018-08-16,AWS_RDS_Database,82.79
2018-08-17,AWS_EKS_Kubernetes,235.57
2018-08-17,AWS_RDS_Database,89.09
2018-08-18,AWS_EKS_Kubernetes,177.93
2018-08-18,AWS_RDS_Database,105.72
2018-08-19,AWS_EKS_Kubernetes,201.27
2018-08-19,AWS_RDS_Database,92.21
2018-08-20,AWS_EKS_Kubernetes,153.32
2018-08-20,AWS_RDS_Database,92.16
2018-08-21,AWS_EKS_Kubernetes,243.83
2018-08-21,AWS_RDS_Database,114.85
2018-08-22,AWS_EKS_Kubernetes,228.84
2018-08-22,AWS_RDS_Database,106.6
2018-08-23,AWS_EKS_Kubernetes,240.72
2018-08-23,AWS_RDS_Database,106.83
2018-08-24,AWS_EKS_Kubernetes,161.1
2018-08-24,AWS_RDS_Database,97.88
2018-08-25,AWS_EKS_Kubernetes,236.46
2018-08-25,AWS_RDS_Database,101.87
2018-08-26,AWS_EKS_Kubernetes,247.68
2018-08-26,AWS_RDS_Database,84.43
2018-08-27,AWS_EKS_Kubernetes,154.2
2018-08-27,AWS_RDS_Database,109.6
2018-08-28,AWS_EKS_Kubernetes,178.0
2018-08-28,AWS_RDS_Database,114.33
2018-08-29,AWS_EKS_Kubernetes,241.08
2018-08-29,AWS_RDS_Database,110.16
2018-08-30,AWS_EKS_Kubernetes,151.8
2018-08-30,AWS_RDS_Database,118.51
2018-08-31,AWS_EKS_Kubernetes,180.48
2018-08-31,AWS_RDS_Database,113.18
2018-09-01,AWS_EKS_Kubernetes,237.28
2018-09-01,AWS_RDS_Database,84.5
2018-09-02,AWS_EKS_Kubernetes,204.07
2018-09-02,AWS_RDS_Database,83.86
2018-09-03,AWS_EKS_Kubernetes,151.24
2018-09-03,AWS_RDS_Database,98.75
2018-09-04,AWS_EKS_Kubernetes,209.84
2018-09-04,AWS_RDS_Database,91.89
2018-09-05,AWS_EKS_Kubernetes,224.32
2018-09-05,AWS_RDS_Database,81.93
2018-09-06,AWS_EKS_Kubernetes,235.23
2018-09-06,AWS_RDS_Database,106.71
2018-09-07,AWS_EKS_Kubernetes,239.23
2018-09-07,AWS_RDS_Database,87.41
2018-09-08,AWS_EKS_Kubernetes,173.95
2018-09-08,AWS_RDS_Database,111.78
2018-09-09,AWS_EKS_Kubernetes,208.28
2018-09-09,AWS_RDS_Database,119.82
2018-09-10,AWS_EKS_Kubernetes,202.14
2018-09-10,AWS_RDS_Database,82.55
2018-09-11,AWS_EKS_Kubernetes,209.9
2018-09-11,AWS_RDS_Database,84.6
2018-09-12,AWS_EKS_Kubernetes,240.96
2018-09-12,AWS_RDS_Database,106.77
2018-09-13,AWS_EKS_Kubernetes,237.9
2018-09-13,AWS_RDS_Database,102.87
2018-09-14,AWS_EKS_Kubernetes,193.04
2018-09-14,AWS_RDS_Database,92.68
2018-09-15,AWS_EKS_Kubernetes,227.39
2018-09-15,AWS_RDS_Database,104.08
2018-09-16,AWS_EKS_Kubernetes,194.34
2018-09-16,AWS_RDS_Database,104.28
2018-09-17,AWS_EKS_Kubernetes,209.17
2018-09-17,AWS_RDS_Database,108.11
2018-09-18,AWS_EKS_Kubernetes,201.24
2018-09-18,AWS_RDS_Database,84.17
2018-09-19,AWS_EKS_Kubernetes,1153.24
2018-09-19,AWS_RDS_Database,106.09
2018-09-20,AWS_EKS_Kubernetes,224.36
2018-09-20,AWS_RDS_Database,100.25
2018-09-21,AWS_EKS_Kubernetes,157.09
2018-09-21,AWS_RDS_Database,90.18
2018-09-22,AWS_EKS_Kubernetes,197.25
2018-09-22,AWS_RDS_Database,81.83
2018-09-23,AWS_EKS_Kubernetes,177.68
2018-09-23,AWS_RDS_Database,118.86
2018-09-24,AWS_EKS_Kubernetes,198.2
2018-09-24,AWS_RDS_Database,87.84
2018-09-25,AWS_EKS_Kubernetes,178.07
2018-09-25,AWS_RDS_Database,88.28
2018-09-26,AWS_EKS_Kubernetes,150.55
2018-09-26,AWS_RDS_Database,80.31
2018-09-27,AWS_EKS_Kubernetes,153.67
2018-09-27,AWS_RDS_Database,84.32
2018-09-28,AWS_EKS_Kubernetes,230.26
2018-09-28,AWS_RDS_Database,102.88
2018-09-29,AWS_EKS_Kubernetes,179.35
2018-09-29,AWS_RDS_Database,117.27
2018-09-30,AWS_EKS_Kubernetes,158.71
2018-09-30,AWS_RDS_Database,104.68
2018-10-01,AWS_EKS_Kubernetes,184.52
2018-10-01,AWS_RDS_Database,100.3
2018-10-02,AWS_EKS_Kubernetes,876.06
2018-10-02,AWS_RDS_Database,108.09
2018-10-03,AWS_EKS_Kubernetes,177.47
2018-10-03,AWS_RDS_Database,95.78
2018-10-04,AWS_EKS_Kubernetes,191.1
2018-10-04,AWS_RDS_Database,116.3
2018-10-05,AWS_EKS_Kubernetes,210.79
2018-10-05,AWS_RDS_Database,92.37
2018-10-06,AWS_EKS_Kubernetes,245.51
2018-10-06,AWS_RDS_Database,112.85
2018-10-07,AWS_EKS_Kubernetes,213.64
2018-10-07,AWS_RDS_Database,82.05
2018-10-08,AWS_EKS_Kubernetes,155.95
2018-10-08,AWS_RDS_Database,104.15
2018-10-09,AWS_EKS_Kubernetes,161.45
2018-10-09,AWS_RDS_Database,95.35
2018-10-10,AWS_EKS_Kubernetes,186.91
2018-10-10,AWS_RDS_Database,84.84
2018-10-11,AWS_EKS_Kubernetes,225.12
2018-10-11,AWS_RDS_Database,82.84
2018-10-12,AWS_EKS_Kubernetes,185.48
2018-10-12,AWS_RDS_Database,117.67
2018-10-13,AWS_EKS_Kubernetes,217.87
2018-10-13,AWS_RDS_Database,94.48
2018-10-14,AWS_EKS_Kubernetes,151.01
2018-10-14,AWS_RDS_Database,105.44
2018-10-15,AWS_EKS_Kubernetes,211.26
2018-10-15,AWS_RDS_Database,114.95
2018-10-16,AWS_EKS_Kubernetes,162.06
2018-10-16,AWS_RDS_Database,116.1
2018-10-17,AWS_EKS_Kubernetes,203.4
2018-10-17,AWS_RDS_Database,85.69
2018-10-18,AWS_EKS_Kubernetes,192.2
2018-10-18,AWS_RDS_Database,91.8
